year,artist,title,album_length,tracks,subgenre,style
1990,Mike Oldfield,Amarok,60.03,1,classic,Art Rock
1990,Mike Oldfield,Amarok,60.03,1,classic,Prog Rock
1991,Mike Oldfield,Heaven's Open,43.02,6,indie,Pop Rock
1992,Mike Oldfield,Tubular Bells II,58.38,14,classic,Prog Rock
1996,Mike Oldfield,Voyager,58.22,10,roots,Folk Rock
1998,Mike Oldfield,Tubular Bells III,46.55,11,classic,Art Rock
2008,Miley Cyrus,Breakout,39.67,12,indie,Pop Rock
2008,Miley Cyrus,Breakout,39.67,12,punk,Pop Punk
2003,Million Dead,A Song to Ruin,44.62,10,indie,Post Rock
2003,Million Dead,A Song to Ruin,44.62,10,metal,Stoner Rock
2003,Million Dead,A Song to Ruin,44.62,10,punk,Hardcore
2005,Million Dead,Harmony No Harmony,55.44,14,indie,Indie Rock
2004,Mind Eraser,Cave,21.14,14,metal,Thrash
2004,Mind Eraser,Cave,21.14,14,punk,Hardcore
2004,Mind Eraser,Cave,21.14,14,punk,Punk
2005,Mindless Self Indulgence,You'll Rebel To Anything,29.32,11,punk,Punk
1996,Mineral,The Power of Failing,49.08,10,indie,Emo
1996,Mineral,The Power of Failing,49.08,10,indie,Indie Rock
1998,Mineral,EndSerenading,47.64,10,indie,Emo
1998,Mineral,EndSerenading,47.64,10,indie,Indie Rock
2010,Miniature Tigers,Fortress,37.02,10,indie,Indie Rock
1981,Minimal Man,The Shroud Of,33.63,13,punk,Post-Punk
1996,Ministry,Filth Pig,54.38,10,indie,Alternative Rock
2003,Ministry,Animositisomina,53.98,10,metal,Heavy Metal
2004,Ministry,Houses Of The Molé,58.78,14,metal,Thrash
2006,Ministry,Rio Grande Blood,51.35,13,metal,Heavy Metal
2006,Ministry,Rio Grande Blood,51.35,13,metal,Speed Metal
2006,Ministry,Rio Grande Blood,51.35,13,punk,Punk
2007,Ministry,The Last Sucker,55.87,11,metal,Heavy Metal
2008,Ministry,Cover Up,61.18,14,metal,Hard Rock
2008,Ministry,Cover Up,61.18,14,metal,Heavy Metal
2005,Minsk,Out of a Center Which is Neither Dead nor Alive,65.12,6,indie,Alternative Rock
2005,Minsk,Out of a Center Which is Neither Dead nor Alive,65.12,6,metal,Doom Metal
2005,Minsk,Out of a Center Which is Neither Dead nor Alive,65.12,6,metal,Stoner Rock
2007,Minsk,The Ritual Fires of Abandonment,59.03,6,indie,Alternative Rock
2007,Minsk,The Ritual Fires of Abandonment,59.03,6,metal,Stoner Rock
2009,Minsk,With Echoes in the Movement of Stone,63.05,8,classic,Psychedelic Rock
2009,Minsk,With Echoes in the Movement of Stone,63.05,8,metal,Doom Metal
2002,Minus the Bear,Highly Refined Pirates,42.5,14,indie,Indie Rock
2005,Minus the Bear,Menos El Oso,44.77,11,classic,Prog Rock
2007,Minus the Bear,Planet of Ice,48.07,10,indie,Alternative Rock
2010,Minus the Bear,Omni,49.67,10,indie,Alternative Rock
2010,Minus the Bear,Omni,49.67,10,indie,Indie Rock
1981,Minutemen,The Punch Line,14.52,20,indie,Alternative Rock
1981,Minutemen,The Punch Line,14.52,20,punk,Punk
1983,Minutemen,What Makes a Man Start Fires?,26.65,18,indie,Alternative Rock
1983,Minutemen,What Makes a Man Start Fires?,26.65,18,punk,Hardcore
1983,Minutemen,What Makes a Man Start Fires?,26.65,18,punk,Punk
1984,Minutemen,Double Nickels on the Dime,79.23,49,indie,Alternative Rock
1984,Minutemen,Double Nickels on the Dime,79.23,49,punk,Hardcore
1984,Minutemen,Double Nickels on the Dime,79.23,49,punk,Punk
1984,Minutemen,The Politics of Time,33.78,27,indie,Alternative Rock
1984,Minutemen,The Politics of Time,33.78,27,punk,Hardcore
1984,Minutemen,The Politics of Time,33.78,27,punk,Punk
1985,Minutemen,3-Way Tie (For Last),34.9,18,indie,Alternative Rock
1985,Minutemen,3-Way Tie (For Last),34.9,18,punk,Post-Punk
1985,Minutemen,3-Way Tie (For Last),34.9,18,punk,Punk
2004,Mirah,C'mon Miracle,36.22,11,indie,Indie Rock
2010,Miranda Cosgrove,Sparks Fly,40.35,12,indie,Pop Rock
2007,Miranda Lambert,Crazy Ex-Girlfriend,37.42,11,roots,Country Rock
2009,Miranda Lambert,Revolution,50.99,15,roots,Country Rock
2008,Mirror of Dead Faces,Lamentation,31.48,9,metal,Death Metal
2005,Mischief Brew,Smash the Windows,48.72,13,punk,Punk
2005,Mischief Brew,Smash the Windows,48.72,13,roots,Folk Rock
2006,Mischief Brew,Songs From Under the Sink,44.77,14,punk,Punk
2006,Mischief Brew,Songs From Under the Sink,44.77,14,roots,Folk Rock
2006,Misericordiam,A Thin Line Between Man And Machine,28.99,7,metal,Death Metal
2007,Misericordiam,Unanimity and the Cessation of Hostility,13.92,6,metal,Death Metal
2003,Misery Index,Retaliate,35.1,11,metal,Death Metal
2006,Misery Index,Discordia,33.07,10,metal,Death Metal
2008,Misery Index,Traitors,37.37,11,metal,Death Metal
2010,Misery Index,Heirs to Thievery,34.35,11,metal,Death Metal
2004,Misery Signals,Of Malice and the Magnum Heart,42.93,10,metal,Metalcore
2006,Misery Signals,Mirrors,49.45,11,metal,Metalcore
2006,Misery Signals,Mirrors,49.45,11,metal,Progressive Metal
2008,Misery Signals,Controller,41.72,10,metal,Metalcore
2008,Misery Signals,Controller,41.72,10,metal,Progressive Metal
1982,Misfits,Walk Among Us,24.72,13,punk,Punk
1985,Misfits,Legacy Of Brutality,27.55,13,punk,Punk
1987,Misfits,Evilive,13.0,12,punk,Hardcore
1987,Misfits,Evilive,13.0,12,punk,Punk
1997,Misfits,American Psycho,37.23,18,punk,Punk
1997,Misfits,Static Age,35.07,17,punk,Punk
1999,Misfits,Famous Monsters,53.62,22,metal,Heavy Metal
1999,Misfits,Famous Monsters,53.62,22,punk,Punk
2003,Misfits,Project 1950,58.38,20,punk,Punk
2003,Misfits,Project 1950,58.38,20,roots,Rock & Roll
2005,Misfits,Fiend Club Lounge,23.38,11,punk,Punk
2009,Miss May I,Apologies Are for the Weak,34.38,10,metal,Metalcore
2010,Miss May I,Monument,35.18,10,metal,Heavy Metal
2010,Miss May I,Monument,35.18,10,punk,Hardcore
1982,Missing Persons,Spring Session M,43.63,12,indie,New Wave
1981,Mission of Burma,"Signals, Calls, and Marches",20.85,6,indie,Indie Rock
1982,Mission of Burma,Vs.,40.97,12,punk,Post-Punk
1985,Mission of Burma,The Horrible Truth About Burma,37.83,10,indie,Indie Rock
1985,Mission of Burma,The Horrible Truth About Burma,37.83,10,punk,Post-Punk
2004,Mission of Burma,ONoffON,53.44,16,indie,Alternative Rock
2004,Mission of Burma,ONoffON,53.44,16,punk,Post-Punk
2006,Mission of Burma,The Obliterati,52.15,14,classic,Art Rock
2006,Mission of Burma,The Obliterati,52.15,14,indie,Alternative Rock
2006,Mission of Burma,The Obliterati,52.15,14,indie,Indie Rock
2006,Mission of Burma,The Obliterati,52.15,14,punk,Punk
2003,Mithras,Worlds Beyond the Veil,67.58,13,metal,Death Metal
2007,Mithras,Behind the Shadows Lie Madness,44.57,12,metal,Death Metal
2010,Mixtapes,Maps,25.35,14,indie,Alternative Rock
1996,Moby,Animal Rights,53.3,12,punk,Hardcore
1996,Moby,Animal Rights,53.3,12,punk,Punk
1967,Moby Grape,Moby Grape,30.78,13,classic,Psychedelic Rock
1998,Mock Orange,Nines and Sixes,32.37,10,indie,Emo
1998,Mock Orange,Nines and Sixes,32.37,10,punk,Punk
2000,Mock Orange,The Record Play,35.23,10,indie,Alternative Rock
2000,Mock Orange,The Record Play,35.23,10,indie,Emo
2000,Mock Orange,The Record Play,35.23,10,indie,Indie Rock
2004,Mock Orange,Mind Is Not Brain,50.47,13,indie,Indie Rock
2009,Modern Day Escape,House of Rats,39.93,10,metal,Hard Rock
2009,Modern Day Escape,House of Rats,39.93,10,punk,Hardcore
1981,Modern English,Mesh and Lace,42.33,8,indie,New Wave
1981,Modern English,Mesh and Lace,42.33,8,punk,Post-Punk
1982,Modern English,After the Snow,36.37,8,indie,New Wave
2003,Modern Life Is War,My Love. My Way.,24.0,10,punk,Hardcore
2005,Modern Life Is War,Witness,27.03,9,punk,Hardcore
2007,Modern Life Is War,Midnight in America,30.37,11,punk,Hardcore
2007,Modern Life Is War,Midnight in America,30.37,11,punk,Punk
1996,Modest Mouse,This Is a Long Drive for Someone with Nothing to Think About,74.06,18,indie,Indie Rock
1997,Modest Mouse,The Lonesome Crowded West,73.85,15,indie,Indie Rock
2000,Modest Mouse,The Moon and Antarctica,59.53,15,indie,Indie Rock
2001,Modest Mouse,Sad Sappy Sucker,34.47,24,indie,Indie Rock
2004,Modest Mouse,Good News for People Who Love Bad News,48.63,16,indie,Indie Rock
2007,Modest Mouse,We Were Dead Before the Ship Even Sank,62.47,14,indie,Indie Rock
1997,Mogwai,Young Team,64.52,10,indie,Post Rock
1999,Mogwai,Come On Die Young,67.53,12,indie,Post Rock
2001,Mogwai,Rock Action,38.47,8,indie,Post Rock
2003,Mogwai,Happy Songs for Happy People,41.87,9,indie,Post Rock
2008,Mogwai,The Hawk Is Howling,63.42,10,indie,Post Rock
1995,Mojave 3,Ask Me Tomorrow,41.15,9,indie,Indie Rock
1995,Mojave 3,Ask Me Tomorrow,41.15,9,roots,Folk Rock
1998,Mojave 3,Out Of Tune,39.6,9,indie,Indie Rock
1998,Mojave 3,Out Of Tune,39.6,9,roots,Folk Rock
1978,Molly Hatchet,Molly Hatchet,36.18,9,roots,Southern Rock
1979,Molly Hatchet,Flirtin' With Disaster,38.18,10,roots,Southern Rock
1980,Molly Hatchet,Beatin' The Odds,32.68,9,roots,Southern Rock
2008,Molotov Solution,Molotov Solution,39.93,10,metal,Death Metal
2008,Molotov Solution,Molotov Solution,39.93,10,punk,Hardcore
2000,Mondo Generator,Cocaine Rodeo,41.02,11,indie,Alternative Rock
2000,Mondo Generator,Cocaine Rodeo,41.02,11,metal,Hard Rock
2000,Mondo Generator,Cocaine Rodeo,41.02,11,metal,Stoner Rock
2000,Mondo Generator,Cocaine Rodeo,41.02,11,punk,Hardcore
2000,Mondo Generator,Cocaine Rodeo,41.02,11,punk,Punk
2003,Mondo Generator,A Drug Problem That Never Existed,35.42,16,metal,Heavy Metal
2003,Mondo Generator,A Drug Problem That Never Existed,35.42,16,punk,Punk
2010,Monomate,Grand Battle,51.35,12,metal,Metalcore
2010,Monomate,Grand Battle,51.35,12,punk,Post-Hardcore
1991,Monster Magnet,Spine of God,47.8,9,classic,Psychedelic Rock
1991,Monster Magnet,Spine of God,47.8,9,classic,Space Rock
1993,Monster Magnet,Superjudge,53.7,11,classic,Psychedelic Rock
1993,Monster Magnet,Superjudge,53.7,11,classic,Space Rock
1993,Monster Magnet,Superjudge,53.7,11,indie,Alternative Rock
1993,Monster Magnet,Superjudge,53.7,11,metal,Hard Rock
1995,Monster Magnet,Dopes to Infinity,79.23,13,classic,Psychedelic Rock
1995,Monster Magnet,Dopes to Infinity,79.23,13,classic,Space Rock
1995,Monster Magnet,Dopes to Infinity,79.23,13,metal,Hard Rock
1998,Monster Magnet,Powertrip,60.62,13,classic,Psychedelic Rock
1998,Monster Magnet,Powertrip,60.62,13,classic,Space Rock
1998,Monster Magnet,Powertrip,60.62,13,metal,Hard Rock
2000,Monster Magnet,God Says No,60.57,13,classic,Psychedelic Rock
2000,Monster Magnet,God Says No,60.57,13,classic,Space Rock
2000,Monster Magnet,God Says No,60.57,13,metal,Hard Rock
2004,Monster Magnet,Monolithic Baby!,54.36,12,metal,Stoner Rock
2007,Monster Magnet,4-Way Diablo,63.13,14,metal,Hard Rock
2009,Monsters of Folk,Monsters of Folk,54.73,15,indie,Indie Rock
1992,Monstrosity,Imperial Doom,35.13,9,metal,Death Metal
1999,Monstrosity,In Dark Purity,50.52,14,metal,Death Metal
2003,Monstrosity,Rise to Power,47.95,11,metal,Death Metal
2007,Monstrosity,Spiritual Apocalypse,46.03,10,metal,Death Metal
1973,Montrose,Montrose,32.37,8,metal,Hard Rock
2006,Monty Are I,Wall Of People,40.38,11,indie,Alternative Rock
2009,Monty Are I,Break Through The Silence,42.87,12,indie,Alternative Rock
1992,Moonshake,Eva Luna,39.02,10,classic,Art Rock
1987,Morbid Angel,Abominations of Desolation,42.53,9,metal,Death Metal
1989,Morbid Angel,Altars of Madness,51.27,9,metal,Death Metal
1991,Morbid Angel,Blessed Are the Sick,39.52,13,metal,Death Metal
1995,Morbid Angel,Domination,44.65,11,metal,Death Metal
1996,Morbid Angel,Entangled in Chaos,39.07,11,metal,Death Metal
1998,Morbid Angel,Formulas Fatal to the Flesh,51.47,14,metal,Death Metal
2000,Morbid Angel,Gateways to Annihilation,44.42,11,metal,Death Metal
2003,Morbid Angel,Heretic,65.55,20,metal,Death Metal
1990,Morbid Saint,Spectrum of Death,32.0,8,metal,Death Metal
1990,Morbid Saint,Spectrum of Death,32.0,8,metal,Thrash
1992,Morbid Saint,Destruction System,33.43,8,metal,Death Metal
1992,Morbid Saint,Destruction System,33.43,8,metal,Thrash
1989,Mordred,Fool's Game,37.37,10,metal,Thrash
2010,More Than Life,Love Let Me Go,31.87,10,punk,Hardcore
1969,Morgen,Morgen,37.82,7,classic,Psychedelic Rock
1999,Morgion,Solinari,40.37,7,metal,Death Metal
1999,Morgion,Solinari,40.37,7,metal,Doom Metal
2004,Morgion,"Cloaked By Ages, Crowned In Earth",53.08,8,metal,Doom Metal
2004,Morgion,"Cloaked By Ages, Crowned In Earth",53.08,8,metal,Progressive Metal
1993,Morgue,Eroded Thoughts,31.67,7,metal,Death Metal
1998,Morning Again,As Tradition Dies Slowly,35.67,10,punk,Hardcore
1992,Morpheus Descends,Ritual of Infinity,32.53,9,metal,Death Metal
1994,Morpheus Descends,Chronicles of the Shadowed Ones,32.07,5,metal,Death Metal
1992,Morphine,Good,37.88,13,indie,Alternative Rock
1993,Morphine,Cure for Pain,37.18,13,indie,Alternative Rock
1995,Morphine,Yes,36.87,12,indie,Alternative Rock
1997,Morphine,Like Swimming,37.73,12,indie,Alternative Rock
2000,Morphine,The Night,50.0,11,indie,Alternative Rock
1988,Morrissey,Viva Hate,42.12,12,indie,Indie Rock
1991,Morrissey,Kill Uncle,33.03,10,indie,Alternative Rock
1992,Morrissey,Your Arsenal,39.37,10,indie,Alternative Rock
1992,Morrissey,Your Arsenal,39.37,10,indie,Indie Rock
1993,Morrissey,Beethoven Was Deaf,61.08,16,indie,Alternative Rock
1993,Morrissey,Beethoven Was Deaf,61.08,16,indie,Indie Rock
1994,Morrissey,Vauxhall and I,39.68,11,indie,Indie Rock
1995,Morrissey,Southpaw Grammar,47.67,8,indie,Alternative Rock
1997,Morrissey,Maladjusted,39.87,10,indie,Indie Rock
2004,Morrissey,You Are the Quarry,47.22,12,indie,Alternative Rock
2004,Morrissey,You Are the Quarry,47.22,12,indie,Indie Rock
2006,Morrissey,Ringleader of the Tormentors,50.0,12,indie,Alternative Rock
2009,Morrissey,Years of Refusal,43.42,12,indie,Alternative Rock
2009,Morrissey,Years of Refusal,43.42,12,indie,Indie Rock
2009,Morrissey,Years of Refusal,43.42,12,indie,Pop Rock
1993,Morta Skuld,Dying Remains,47.93,11,metal,Death Metal
1994,Morta Skuld,As Humanity Fades,50.3,12,metal,Death Metal
1995,Morta Skuld,For All Eternity,47.6,10,metal,Death Metal
1997,Morta Skuld,Surface,34.03,8,metal,Death Metal
1997,Mortal Decay,Sickening Erotic Fanaticism,55.42,10,metal,Death Metal
2002,Mortal Decay,Forensic,46.05,9,metal,Death Metal
2004,Mortal Treason,A Call To The Martyrs,40.72,8,metal,Death Metal
2004,Mortal Treason,A Call To The Martyrs,40.72,8,punk,Hardcore
2005,Mortal Treason,Sunrise Over A Sea Of Blood,40.98,10,metal,Black Metal
2005,Mortal Treason,Sunrise Over A Sea Of Blood,40.98,10,metal,Death Metal
2005,Mortal Treason,Sunrise Over A Sea Of Blood,40.98,10,punk,Hardcore
1996,Mortician,Hacked Up for Barbecue,49.58,24,metal,Death Metal
1999,Mortician,Chainsaw Dismemberment,49.22,28,metal,Death Metal
2001,Mortician,Domain of Death,36.82,17,metal,Death Metal
