artist,country,city,latitude,longitude,address,state,state_pop
Garden of Shadows,United States,Gaithersburg,39.1399187,-77.1929215,"Gaithersburg, Montgomery County, Maryland, United States",Maryland,4797431
The Offspring,United States,Garden Grove,33.7746292,-117.9463717,"Garden Grove, Orange County, California, United States",California,29950111
Janet Jackson,United States,Gary,41.563746,-87.3368691,"Gary, Broadway, Glen Park, Gary, Calumet Township, Lake County, Indiana, 46407, United States",Indiana,5555097
Michael Jackson,United States,Gary,41.563746,-87.3368691,"Gary, Broadway, Glen Park, Gary, Calumet Township, Lake County, Indiana, 46407, United States",Indiana,5555097
009 Sound System,United States,Gas,37.9236467,-95.3460916,"Gas, Allen County, Kansas, 66742, United States",Kansas,2480683
Gym Class Heroes,United States,Geneva,42.8690271,-76.9786122,"City of Geneva, Ontario County, New York, 14456, United States",New York,18002855
Clutch,United States,Germantown,39.17130815,-77.26557848822242,"Germantown, Montgomery County, Maryland, United States",Maryland,4797431
Lydia,United States,Gilbert,33.3527632,-111.789037,"Gilbert, Maricopa County, Arizona, United States",Arizona,3679056
Scary Kids Scaring Kids,United States,Gilbert,33.3527632,-111.789037,"Gilbert, Maricopa County, Arizona, United States",Arizona,3679056
In Pieces,United States,Glastonbury,41.7123218,-72.608146,"Glastonbury, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Brad Paisley,United States,Glen Dale,39.9492409,-80.7542517,"Glen Dale, Marshall County, West Virginia, United States",West Virginia,1792481
Titus Andronicus,United States,Glen Rock,40.9628758,-74.1329208,"Glen Rock, Bergen County, New Jersey, 07452, United States",New Jersey,7757158
Audioslave,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Job For A Cowboy,United States,Glendale,33.5386858,-112.185994,"Glendale, Maricopa County, Arizona, United States",Arizona,3679056
Knights Of The Abyss,United States,Glendale,33.5386858,-112.185994,"Glendale, Maricopa County, Arizona, United States",Arizona,3679056
M. Ward,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Strawberry Alarm Clock,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
System of a Down,United States,Glendale,34.1469416,-118.2478471,"Glendale, Los Angeles County, California, United States",California,29950111
Anna Nalick,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Nevea Tears,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Vince Neil,United States,Glendora,34.1361187,-117.865339,"Glendora, Los Angeles County, California, United States",California,29950111
Lagwagon,United States,Goleta,34.4358295,-119.8276389,"Goleta, Santa Barbara County, California, United States",California,29950111
Strand of Oaks,United States,Goshen,41.5850394,-85.8344491,"Goshen, Elkhart County, Indiana, United States",Indiana,5555097
Blood Has Been Shed,United States,Granby,41.9538298,-72.789313,"Granby, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
La Dispute,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Mustard Plug,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Still Remains,United States,Grand Rapids,42.9632425,-85.6678639,"Grand Rapids, Kent County, Michigan, United States",Michigan,9310462
Chevelle,United States,Grayslake,42.3433518,-88.0412192,"Grayslake, Lake County, Illinois, 60030, United States",Illinois,11446979
Audio Adrenaline,United States,Grayson,37.4537437,-86.3389464,"Grayson County, Kentucky, United States",Kentucky,3692584
Jordan Rudess,United States,Great Neck,40.7870327,-73.7267563,"Great Neck, Middle Neck Road, Village of Great Neck Plaza, Town of North Hempstead, Nassau County, New York, 11024, United States",New York,18002855
Jason Isbell,United States,Green Hill,34.9731387,-87.5122461,"Green Hill, Lauderdale County, Alabama, 35624, United States",Alabama,4048508
Killwhitneydead,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
Knives Exchanging Hands,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
Sullivan,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
To Speak Of Wolves,United States,Greensboro,36.0726355,-79.7919754,"Greensboro, Guilford County, North Carolina, United States",North Carolina,6656986
The Juliana Theory,United States,Greensburg,40.3024514,-79.5443274,"Greensburg, Westmoreland County, Pennsylvania, 15601, United States",Pennsylvania,11895604
Ben Kweller,United States,Greenville,33.1384488,-96.1108066,"Greenville, Hunt County, Texas, United States",Texas,17044714
Future Islands,United States,Greenville,35.613224,-77.3724593,"Greenville, Pitt County, North Carolina, United States",North Carolina,6656986
Jars Of Clay,United States,Greenville,38.8922687,-89.4131356,"Greenville, Bond County, Illinois, 62246, United States",Illinois,11446979
Nile,United States,Greenville,34.851354,-82.3984882,"Greenville, Greenville County, South Carolina, United States",South Carolina,3499064
Assjack,United States,Gridley,39.3637773,-121.693583,"Gridley, Butte County, California, 95948, United States",California,29950111
John 5,United States,Grosse Pointe,42.3861485,-82.9118591,"Grosse Pointe, Wayne County, Michigan, United States",Michigan,9310462
Dead To Fall,United States,Gurnee,42.3702996,-87.9020186,"Gurnee, Lake County, Illinois, 60031, United States",Illinois,11446979
Showbread,United States,Guyton,32.3363045,-81.3914992,"Guyton, Effingham County, Georgia, United States",Georgia,6506531
Kix,United States,Hagerstown,39.6430455,-77.7191081,"Hagerstown, Washington County, Maryland, United States",Maryland,4797431
The Feelies,United States,Haledon,40.935654,-74.186256,"Haledon, Passaic County, New Jersey, United States",New Jersey,7757158
Funeral Diner,United States,Half Moon Bay,37.4635519,-122.428586,"Half Moon Bay, San Mateo County, California, 94019, United States",California,29950111
Scott Walker,United States,Hamilton,39.2085354,-84.5501874,"Hamilton County, Ohio, United States",Ohio,10861837
Ace Enders and a Million Different People,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
I Can Make A Mess Like Nobody's Business,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
The Early November,United States,Hammonton,39.6365056,-74.8023853,"Hammonton, Atlantic County, New Jersey, 08037, United States",New Jersey,7757158
Fuel,United States,Harrisburg,40.2663107,-76.8861122,"Harrisburg, Dauphin County, Pennsylvania, United States",Pennsylvania,11895604
Gifts From Enola,United States,Harrisonburg,38.4493315,-78.8688833,"Harrisonburg, Virginia, United States",Virginia,6213526
Fates Warning,United States,Hartford,41.764582,-72.6908547,"Hartford, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Invocation of Nehek,United States,Hartford,41.764582,-72.6908547,"Hartford, Capitol Planning Region, Connecticut, United States",Connecticut,3289055
Sent By Ravens,United States,Hartsville,34.3740431,-80.0734005,"Hartsville, Darlington County, South Carolina, 29550, United States",South Carolina,3499064
Phideaux,United States,Hastings-on-Hudson,40.9946622,-73.8785922,"Village of Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States",New York,18002855
Jack Johnson,United States,Hauula,21.609712,-157.912249,"Hauula, Honolulu County, Hawaii, 96717, United States",Hawaii,1112703
Guns Up!,United States,Haverhill,42.7777829,-71.0767724,"Haverhill, Essex County, Massachusetts, United States",Massachusetts,6018664
Rob Zombie,United States,Haverhill,42.7777829,-71.0767724,"Haverhill, Essex County, Massachusetts, United States",Massachusetts,6018664
Martriden,United States,Havre,48.5536972,-109.677802,"Havre, Hill County, Montana, United States",Montana,799824
Brian Wilson,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
Dennis Wilson,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
The Beach Boys,United States,Hawthorne,33.9128272,-118.3426122,"Hawthorne, Los Angeles County, California, 90250, United States",California,29950111
Glassjaw,United States,Hempstead,40.6736812,-73.6190736,"Town of Hempstead, Nassau County, New York, United States",New York,18002855
Brandon Flowers,United States,Henderson,36.0319843,-114.9822486,"Henderson, Clark County, Nevada, United States",Nevada,1218629
As Hell Retreats,United States,Hendersonville,36.3049177,-86.621443,"Hendersonville, Sumner County, Middle Tennessee, Tennessee, United States",Tennessee,4890626
Your Memorial,United States,Hennepin County,45.0257232,-93.4865052,"Hennepin County, Minnesota, United States",Minnesota,4387282
Black Flag,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Circle Jerks,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Pennywise,United States,Hermosa Beach,33.8637822,-118.3992143,"Hermosa Beach, Los Angeles County, California, 90254, United States",California,29950111
Billy Joel,United States,Hicksville,40.7695303,-73.5293246083624,"Hicksville, Town of Oyster Bay, Nassau County, New York, 11801, United States",New York,18002855
The Ascendicate,United States,High Point,35.9556924,-80.0053176,"High Point, Guilford County, North Carolina, United States",North Carolina,6656986
Bear vs. Shark,United States,Highland,44.1455678,-85.2664329,"Highland, Highland Township, Osceola County, Michigan, United States",Michigan,9310462
Nora,United States,Highland Park,40.4997407,-74.4262011,"Highland Park, Middlesex County, New Jersey, 08904, United States",New Jersey,7757158
The Unseen,United States,Hingham,42.2417669,-70.8897676,"Hingham, Plymouth County, Massachusetts, 02043, United States",Massachusetts,6018664
Twisted Sister,United States,Ho-Ho-Kus,40.9976524,-74.110284,"Ho-Ho-Kus, Bergen County, New Jersey, United States",New Jersey,7757158
Silver Jews,United States,Hoboken,40.7433066,-74.0323752,"Hoboken, Hudson County, New Jersey, 07030, United States",New Jersey,7757158
Yo La Tengo,United States,Hoboken,40.7433066,-74.0323752,"Hoboken, Hudson County, New Jersey, 07030, United States",New Jersey,7757158
Our Last Night,United States,Hollis,42.7431621,-71.591333,"Hollis, Hillsborough County, New Hampshire, United States",New Hampshire,1218629
Hole,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Murderdolls,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Nitro,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Ratt,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Time Again,United States,Hollywood,34.0980031,-118.329523,"Hollywood, Los Angeles, Los Angeles County, California, 90028, United States",California,29950111
Wild Sweet Orange,United States,Homewood,33.4737098,-86.8084509,"Homewood, Jefferson County, Alabama, United States",Alabama,4048508
Bruno Mars,United States,Honolulu,21.304547,-157.855676,"Honolulu, Honolulu County, Hawaii, United States",Hawaii,1112703
Chokebore,United States,Honolulu,21.304547,-157.855676,"Honolulu, Honolulu County, Hawaii, United States",Hawaii,1112703
Israel Kamakawiwo'ole,United States,Honolulu,21.304547,-157.855676,"Honolulu, Honolulu County, Hawaii, United States",Hawaii,1112703
Quietdrive,United States,Hopkins,44.9243986,-93.4114487,"Hopkins, Hennepin County, Minnesota, 55343, United States",Minnesota,4387282
Acid Bath,United States,Houma,29.5957696,-90.7195348,"Houma, Terrebonne Parish, Louisiana, United States",Louisiana,4219179
Agents of Oblivion,United States,Houma,29.5957696,-90.7195348,"Houma, Terrebonne Parish, Louisiana, United States",Louisiana,4219179
Deadboy and the Elephantmen,United States,Houma,29.5957696,-90.7195348,"Houma, Terrebonne Parish, Louisiana, United States",Louisiana,4219179
As Eden Burns,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Blaspherian,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Blue October,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Crimson Massacre,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Devendra Banhart,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Fenix TX,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Galactic Cowboys,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Helstar,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Hilary Duff,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Insidious Decrepancy,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Outworld,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Red Krayola,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Scale the Summit,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
Verbal Abuse,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
ZZ Top,United States,Houston,29.7589382,-95.3676974,"Houston, Harris County, Texas, United States",Texas,17044714
On Broken Wings,United States,Hull,42.3020436,-70.9078243,"Hull, Plymouth County, Massachusetts, 02045, United States",Massachusetts,6018664
Avenged Sevenfold,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Guttermouth,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Hellogoodbye,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Leatherwolf,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Matt Costa,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Reel Big Fish,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Take The Crown,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
The Vandals,United States,Huntington Beach,33.6783336,-118.000016,"Huntington Beach, Orange County, California, United States",California,29950111
Slayer,United States,Huntington Park,33.9805731,-118.2252073,"Huntington Park, Los Angeles County, California, 90255, United States",California,29950111
Latterman,United States,Huntington Station,40.8472369,-73.40363193430503,"Huntington Station, Town of Huntington, Suffolk County, New York, United States",New York,18002855
Cassino,United States,Huntsville,34.729847,-86.5859011,"Huntsville, Madison County, Alabama, United States",Alabama,4048508
Mortal Treason,United States,Huntsville,34.729847,-86.5859011,"Huntsville, Madison County, Alabama, United States",Alabama,4048508
The Snake The Cross The Crown,United States,Huntsville,34.729847,-86.5859011,"Huntsville, Madison County, Alabama, United States",Alabama,4048508
From Indian Lakes,United States,Indian Lakes Estates,37.2110585,-119.6801475,"Indian Lakes Estates, Madera County, California, United States",California,29950111
Brazil,United States,Indiana,40.3270127,-86.1746933,"Indiana, United States",Indiana,5555097
Ghost Mice,United States,Indiana,40.3270127,-86.1746933,"Indiana, United States",Indiana,5555097
Coffinworm,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Demiricous,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Forevermore,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Gwen Stacy,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Margot and the Nuclear So and So's,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
The Contortionist,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
The Gates Of Slumber,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Trenches,United States,Indianapolis,39.7683331,-86.1583502,"Indianapolis, Marion County, Indiana, United States",Indiana,5555097
Unida,United States,Indio,33.7192808,-116.2188054,"Indio, Riverside County, California, United States",California,29950111
Ten Grand,United States,Iowa City,41.6612561,-91.5299106,"Iowa City, Johnson County, Iowa, United States",Iowa,2779769
Thrice,United States,Irvine,33.6856969,-117.825981,"Irvine, Orange County, California, United States",California,29950111
Young the Giant,United States,Irvine,33.6856969,-117.825981,"Irvine, Orange County, California, United States",California,29950111
Ugly Kid Joe,United States,Isla Vista,34.4115125,-119.8562131,"Isla Vista, Santa Barbara County, California, 93106, United States",California,29950111
Modest Mouse,United States,Issaquah,47.5348778,-122.043297,"Issaquah, King County, Washington, United States",Washington,4900780
Ugly Casanova,United States,Issaquah,47.5348778,-122.043297,"Issaquah, King County, Washington, United States",Washington,4900780
Muddy Waters,United States,Issaquena County,32.6773851,-91.0097866,"Issaquena County, Mississippi, United States",Mississippi,2577426
Full Devil Jacket,United States,Jackson,35.6144446,-88.8177418,"Jackson, Madison County, West Tennessee, Tennessee, United States",Tennessee,4890626
Zakk Wylde,United States,Jackson,39.7765048,-74.8623849,"Jackson, Waterford Township, Camden County, New Jersey, 08004, United States",New Jersey,7757158
Allele,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Astronautalis,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Big Dumb Face,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Black Kids,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Blackfoot,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Casey Jones,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Cold,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Electric President,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Evergreen Terrace,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
His Name Was Iron,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Limp Bizkit,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Lynyrd Skynyrd,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Molly Hatchet,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Ryan Adams,United States,Jacksonville,34.7494749,-77.4208221,"Jacksonville, Onslow County, North Carolina, United States",North Carolina,6656986
Shinedown,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
The Allman Brothers Band,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
The Derek Trucks Band,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Whole Wheat Bread,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
Yellowcard,United States,Jacksonville,30.3321838,-81.655651,"Jacksonville, Duval County, Florida, United States",Florida,13018365
"10,000 Maniacs",United States,Jamestown,42.0965167,-79.2380322,"Jamestown, Chautauqua County, New York, United States",New York,18002855
Natalie Merchant,United States,Jamestown,42.0965167,-79.2380322,"Jamestown, Chautauqua County, New York, United States",New York,18002855
Crush 40,United States,Japan,40.9921996,-75.9078749,"Japan, Hazle Township, Luzerne County, Pennsylvania, 18221, United States",Pennsylvania,11895604
Shaman's Harvest,United States,Jefferson City,38.577359,-92.1724265,"Jefferson City, Cole County, Missouri, United States",Missouri,5126370
Nancy Sinatra,United States,Jersey City,40.7215682,-74.047455,"Jersey City, Hudson County, New Jersey, United States",New Jersey,7757158
Five Pointe O,United States,Joliet,41.5263603,-88.0840212,"Joliet, Will County, Illinois, United States",Illinois,11446979
Jimmy Chamberlin Complex,United States,Joliet,41.5263603,-88.0840212,"Joliet, Will County, Illinois, United States",Illinois,11446979
Never Shout Never,United States,Joplin,37.0841838,-94.5133385,"Joplin, Jasper County, Missouri, United States",Missouri,5126370
Anchor and Braille,United States,Kalamazoo,42.291707,-85.5872286,"Kalamazoo, Kalamazoo County, Michigan, United States",Michigan,9310462
The Reptilian,United States,Kalamazoo,42.291707,-85.5872286,"Kalamazoo, Kalamazoo County, Michigan, United States",Michigan,9310462
Thought Industry,United States,Kalamazoo,42.291707,-85.5872286,"Kalamazoo, Kalamazoo County, Michigan, United States",Michigan,9310462
Onward To Olympas,United States,Kannapolis,35.4979605,-80.6240008,"Kannapolis, Cabarrus County, North Carolina, United States",North Carolina,6656986
Angelcorpse,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Ares Kingdom,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Boys Life,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Coalesce,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Downthesun,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Flee the Seen,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Frost Like Ashes,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Krizz Kaliko,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Lo-Ruhamah,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Order From Chaos,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Puddle of Mudd,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Reggie and The Full Effect,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Shiner,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
The Browning,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
The Casket Lottery,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
The Get Up Kids,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
The Life and Times,United States,Kansas City,39.100105,-94.5781416,"Kansas City, Jackson County, Missouri, United States",Missouri,5126370
Giraffes? Giraffes!,United States,Keene,42.933597,-72.2784264,"Keene, Cheshire County, New Hampshire, United States",New Hampshire,1218629
Black Tide,United States,Kendall,25.6718125,-80.35486075316194,"Kendall, Miami-Dade County, Florida, United States",Florida,13018365
Jackyl,United States,Kennesaw,34.0234337,-84.6154897,"Kennesaw, Cobb County, Georgia, 30144, United States",Georgia,6506531
Sheryl Crow,United States,Kennett,36.2381082,-90.0551598,"Kennett, Dunklin County, Missouri, 63857, United States",Missouri,5126370
Jungle Rot,United States,Kenosha,42.5846773,-87.8212263,"Kenosha, Kenosha County, Wisconsin, United States",Wisconsin,4902265
Lazarus A.D.,United States,Kenosha,42.5846773,-87.8212263,"Kenosha, Kenosha County, Wisconsin, United States",Wisconsin,4902265
Daphne Loves Derby,United States,Kent,47.3826903,-122.2270272,"Kent, King County, Washington, United States",Washington,4900780
The Six Parts Seven,United States,Kent,41.1513108,-81.3578047,"Kent, Portage County, Ohio, United States",Ohio,10861837
Advent,United States,Kernersville,36.1198589,-80.0736533,"Kernersville, Forsyth County, North Carolina, 27284, United States",North Carolina,6656986
Beloved,United States,Kernersville,36.1198589,-80.0736533,"Kernersville, Forsyth County, North Carolina, 27284, United States",North Carolina,6656986
East of the Wall,United States,Keyport,40.4331631,-74.1995883,"Keyport, Monmouth County, New Jersey, 07735, United States",New Jersey,7757158
John Petrucci,United States,Kings Park,40.8890985,-73.2468430400433,"Kings Park, Town of Smithtown, Suffolk County, New York, United States",New York,18002855
Johnny Cash,United States,Kingsland,33.8600701,-92.2946707,"Kingsland, Cleveland County, Arkansas, United States",Arkansas,2354343
Joey Eppard,United States,Kingston,41.9268104,-73.99526951219678,"City of Kingston, Ulster County, New York, 12401, United States",New York,18002855
Neon Blonde,United States,Kirkland,47.6765382,-122.2070775,"Kirkland, King County, Washington, United States",Washington,4900780
10 Years,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
Brodequin,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
Disciple,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
Straight Line Stitch,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
Superdrag,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
Whitechapel,United States,Knoxville,35.9603948,-83.9210261,"Knoxville, Knox County, East Tennessee, Tennessee, United States",Tennessee,4890626
The Jazz June,United States,Kutztown,40.5173165,-75.7774177,"Kutztown, Berks County, Pennsylvania, United States",Pennsylvania,11895604
The Warriors,United States,LA,34.0536909,-118.242766,"Los Angeles, Los Angeles County, California, United States",California,29950111
Eve 6,United States,La Crescenta-Montrose,34.220272538297785,-118.23995169538266,"La Crescenta Avenue, La Crescenta, Los Angeles County, California, 91046, United States",California,29950111
As Hope Dies,United States,La Habra,33.9316066,-117.9454867,"La Habra, Orange County, California, 90631, United States",California,29950111
Zebrahead,United States,La Habra,33.9316066,-117.9454867,"La Habra, Orange County, California, 90631, United States",California,29950111
Stryper,United States,La Mirada,33.9060971,-118.0107092,"La Mirada, Los Angeles County, California, United States",California,29950111
Yawning Man,United States,La Quinta,33.677474,-116.2958789,"La Quinta, Riverside County, California, United States",California,29950111
The Syncope Threshold,United States,La Verne,34.1008426,-117.7678355,"La Verne, Los Angeles County, California, 91750, United States",California,29950111
Brother Dege,United States,Lafayette,30.2262187,-92.0178202,"Lafayette, Lafayette Parish, Louisiana, United States",Louisiana,4219179
Derek Sherinian,United States,Laguna Beach,33.5426975,-117.785366,"Laguna Beach, Orange County, California, United States",California,29950111
Ty Segall,United States,Laguna Beach,33.5426975,-117.785366,"Laguna Beach, Orange County, California, United States",California,29950111
Something Corporate,United States,Laguna Niguel,33.5225261,-117.7075526,"Laguna Niguel, Orange County, California, United States",California,29950111
Lucinda Williams,United States,Lake Charles,30.2305095,-93.2169807,"Lake Charles, Calcasieu Parish, Louisiana, United States",Louisiana,4219179
Andrew Bird,United States,Lake Forest,42.2586461,-87.8407055,"Lake Forest, Lake County, Illinois, 60045, United States",Illinois,11446979
HORSE the band,United States,Lake Forest,33.6469261,-117.6859213,"Lake Forest, Orange County, California, United States",California,29950111
S. Carey,United States,Lake Geneva,42.5918039,-88.4345369,"Lake Geneva, Walworth County, Wisconsin, United States",Wisconsin,4902265
Copeland,United States,Lakeland,28.0394654,-81.9498042,"Lakeland, Polk County, Florida, United States",Florida,13018365
August Burns Red,United States,Lancaster,40.0379958,-76.3056707,"Lancaster, Lancaster County, Pennsylvania, United States",Pennsylvania,11895604
