artist,city,state,population
Wayne Static,Muskegon,Michigan,153565
Pop Evil,Muskegon,Michigan,153565
Little Richard,Macon,Georgia,153159
No Use for a Name,Sunnyvale,California,152703
Ben Harper and Relentless7,Pomona,California,151691
Tom Waits,Pomona,California,151691
Ben Harper,Pomona,California,151691
Bonded by Blood,Pomona,California,151691
Buckethead,Pomona,California,151691
A Wilhelm Scream,New Bedford,Massachusetts,149910
Have Heart,New Bedford,Massachusetts,149910
Fifth Angel,Bellevue,Washington,148164
Origin,Topeka,Kansas,147458
Kansas,Topeka,Kansas,147458
Diskreet,Topeka,Kansas,147458
Jimmy Chamberlin Complex,Joliet,Illinois,147344
Five Pointe O,Joliet,Illinois,147344
Johnny Winter,Beaumont,Texas,146091
Deteriorot,Paterson,New Jersey,145233
Ivoryline,Tyler,Texas,143796
Eisley,Tyler,Texas,143796
Element Eighty,Tyler,Texas,143796
Fit for a King,Tyler,Texas,143796
Joyce Manor,Torrance,California,143592
Seahaven,Torrance,California,143592
Aly and AJ,Torrance,California,143592
Cinemechanica,Athens,Georgia,141532
Major Organ and the Adding Machine,Athens,Georgia,141532
Nana Grizol,Athens,Georgia,141532
Skeletonwitch,Athens,Georgia,141532
of Montreal,Athens,Georgia,141532
Phosphorescent,Athens,Georgia,141532
Alabama Shakes,Athens,Georgia,141532
Vic Chesnutt,Athens,Georgia,141532
Jucifer,Athens,Georgia,141532
Circulatory System,Athens,Georgia,141532
Theocracy,Athens,Georgia,141532
Maserati,Athens,Georgia,141532
The Angelic Process,Athens,Georgia,141532
Widespread Panic,Athens,Georgia,141532
Pylon,Athens,Georgia,141532
The Olivia Tremor Control,Athens,Georgia,141532
Mothers,Athens,Georgia,141532
The Whigs,Athens,Georgia,141532
Drive-By Truckers,Athens,Georgia,141532
Elf Power,Athens,Georgia,141532
R.E.M.,Athens,Georgia,141532
Azure Ray,Athens,Georgia,141532
Six Gallery,Athens,Georgia,141532
Reptar,Athens,Georgia,141532
Harvey Milk,Athens,Georgia,141532
Bambara,Athens,Georgia,141532
Van Halen,Pasadena,California,141029
Tyrant,Pasadena,California,141029
Holy Grail,Pasadena,California,141029
Ozma,Pasadena,California,141029
Phoebe Bridgers,Pasadena,California,141029
White Arms of Athena,Mesquite,Texas,140937
Acid Bath,Houma,Louisiana,140469
Agents of Oblivion,Houma,Louisiana,140469
Deadboy and the Elephantmen,Houma,Louisiana,140469
Byzantine,Charleston,West Virginia,138706
Nechochwen,Charleston,West Virginia,138706
Name Taken,Orange,California,138669
Belay My Last,Fullerton,California,138632
Gwen Stefani,Fullerton,California,138632
Adolescents,Fullerton,California,138632
Social Distortion,Fullerton,California,138632
Paddock Park,Panama City,Florida,136133
Glass Cloud,Hampton,Virginia,134510
Late!,Warren,Michigan,133943
From A Second Story Window,Warren,Michigan,133943
I See Stars,Warren,Michigan,133943
Poison the Well,Coral Springs,Florida,133759
Saigon Kick,Coral Springs,Florida,133759
New Found Glory,Coral Springs,Florida,133759
International Superheroes of Hardcore,Coral Springs,Florida,133759
The Six Parts Seven,Kent,Washington,132319
Daphne Loves Derby,Kent,Washington,132319
Death Cab for Cutie,Bellingham,Washington,130641
Black Breath,Bellingham,Washington,130641
Idiot Pilot,Bellingham,Washington,130641
The Posies,Bellingham,Washington,130641
Shook Ones,Bellingham,Washington,130641
7 Angels 7 Plagues,Racine,Wisconsin,130142
Putrid Pile,Racine,Wisconsin,130142
Liege Lord,Stamford,Connecticut,129638
E. Town Concrete,Elizabeth,New Jersey,129216
Ocoai,Johnson City,Tennessee,127571
Winter Solstice,Lynchburg,Virginia,126814
Strung Out,Simi Valley,California,126589
Pulley,Simi Valley,California,126589
Ten Foot Pole,Simi Valley,California,126589
Jungle Rot,Kenosha,Wisconsin,124972
Lazarus A.D.,Kenosha,Wisconsin,124972
Chairlift,Boulder,Colorado,124345
Close Your Eyes,Abilene,Texas,123420
Micah P. Hinson,Abilene,Texas,123420
Testament,Berkeley,California,121363
Common Rider,Berkeley,California,121363
Operation Ivy,Berkeley,California,121363
Tiger Army,Berkeley,California,121363
Crucifix,Berkeley,California,121363
Rancid,Berkeley,California,121363
Eddie Money,Berkeley,California,121363
Robbie Basho,Berkeley,California,121363
The Lonely Island,Berkeley,California,121363
The Morning Benders,Berkeley,California,121363
Mom Jeans.,Berkeley,California,121363
Trash Talk,Berkeley,California,121363
Why?,Berkeley,California,121363
Country Joe And The Fish,Berkeley,California,121363
We Are Scientists,Berkeley,California,121363
Samiam,Berkeley,California,121363
Los Lobos,East Los Angeles,California,121187
Low,Duluth,Minnesota,119476
Trampled By Turtles,Duluth,Minnesota,119476
Bob Dylan,Duluth,Minnesota,119476
Emery,Rock Hill,South Carolina,119105
Passion Pit,Cambridge,Massachusetts,118927
Daniel Striped Tiger,Cambridge,Massachusetts,118927
The Weepies,Cambridge,Massachusetts,118927
Morphine,Cambridge,Massachusetts,118927
Galaxie 500,Cambridge,Massachusetts,118927
Kolya,Cambridge,Massachusetts,118927
Ten Grand,Iowa City,Iowa,118041
Your Best Friend,Saginaw,Michigan,117958
Hail the Sun,Chico,California,117668
Number One Gun,Chico,California,117668
Tilian,Clearwater,Florida,116946
Jon Oliva's Pain,Clearwater,Florida,116946
Crossbreed,Clearwater,Florida,116946
The Almost,Clearwater,Florida,116946
John Wesley,Brandon,Florida,115911
Nasty Savage,Brandon,Florida,115911
Murder by Death,Bloomington,Indiana,115884
MX-80 Sound,Bloomington,Indiana,115884
Chamberlain,Bloomington,Indiana,115884
David Lee Roth,Bloomington,Indiana,115884
Remo Drive,Bloomington,Indiana,115884
Impetigo,Bloomington,Indiana,115884
Early Day Miners,Bloomington,Indiana,115884
Hoops,Bloomington,Indiana,115884
Good Luck,Bloomington,Indiana,115884
Letter Kills,Temecula,California,114761
Finch,Temecula,California,114761
Artery Eruption,Clovis,California,114584
Burn Halo,Costa Mesa,California,113003
Of Mice and Men,Costa Mesa,California,113003
Years Spent Cold,Monroe,Louisiana,112891
Twelve Gauge Valentine,Monroe,Louisiana,112891
Scars of Life,Pompano Beach,Florida,112118
Strongarm,Pompano Beach,Florida,112118
Shai Hulud,Pompano Beach,Florida,112118
Further Seems Forever,Pompano Beach,Florida,112118
Surfer Blood,West Palm Beach,Florida,111955
Hey Monday,West Palm Beach,Florida,111955
Corey Taylor,Waterloo,Iowa,111631
Parenthetical Girls,Everett,Washington,111475
The Scene Aesthetic,Everett,Washington,111475
Cher,El Centro,California,111425
Zozobra,Santa Fe,New Mexico,111269
Old Man Gloom,Santa Fe,New Mexico,111269
Beirut,Santa Fe,New Mexico,111269
Dark Angel,Downey,California,111126
Donavon Frankenreiter,Downey,California,111126
Hell Within,Lowell,Massachusetts,110997
PVRIS,Lowell,Massachusetts,110997
Dan Andriano in the Emergency Room,Elgin,Illinois,110849
Fish,Burlington,Vermont,109763
Phish,Burlington,Vermont,109763
The Demonstration,Burlington,Vermont,109763
Drowningman,Burlington,Vermont,109763
Bon Iver,Eau Claire,Wisconsin,107404
Newsted,Turlock,California,107317
Evaline,Turlock,California,107317
Everyone Dies In Utah,Temple,Texas,107258
Tommy Bolin,Sioux City,Iowa,106455
For Today,Sioux City,Iowa,106455
Life on Repeat,Salisbury,Maryland,106447
A Love Ends Suicide,West Covina,California,105101
Bowling for Soup,Wichita Falls,Texas,104683
The Mummies,San Mateo,California,104430
Psychotic Waltz,El Cajon,California,102708
LoveHateHero,Burbank,California,102511
Lack of Interest,Burbank,California,102511
Bonnie Raitt,Burbank,California,102511
Hell or Highwater,Vista,California,101638
Papa Roach,Vacaville,California,101444
Haste the Day,Carmel,Indiana,101068
Los Lonely Boys,San Angelo,Texas,101004
Dave Matthews Band,Charlottesville,Virginia,100416
Parachute,Charlottesville,Virginia,100416
Dashboard Confessional,Boca Raton,Florida,99805
The Helio Sequence,Beaverton,Oregon,99037
The New Amsterdams,Lawrence,Kansas,98648
The Appleseed Cast,Lawrence,Kansas,98648
Old Canes,Lawrence,Kansas,98648
The Anniversary,Lawrence,Kansas,98648
Paw,Lawrence,Kansas,98648
Mates of State,Lawrence,Kansas,98648
Godsmack,Lawrence,Kansas,98648
The Used,Orem,Utah,97828
Amber Pacific,Federal Way,Washington,96289
As Cities Burn,Mandeville,Louisiana,95968
12 Stones,Mandeville,Louisiana,95968
Cage The Elephant,Bowling Green,Kentucky,95135
Morning Teleportation,Bowling Green,Kentucky,95135
Dropkick Murphys,Quincy,Massachusetts,94470
Abe Vigoda,Chino,California,94371
Echosmith,Chino,California,94371
Disrupt,Lynn,Massachusetts,94299
Steve Perry,Hanford,California,94028
Windy and Carl,Dearborn,Michigan,93932
Twiztid,Livonia,Michigan,93665
His Name Is Alive,Livonia,Michigan,93665
Fireworks,Livonia,Michigan,93665
Cypress Hill,South Gate,California,93444
Through the Eyes of the Dead,Florence,South Carolina,93131
Graves of Valor,Florence,South Carolina,93131
The Queers,Portsmouth,New Hampshire,93069
Disincarnate,Portsmouth,New Hampshire,93069
Link Wray,Portsmouth,New Hampshire,93069
Leon Russell,Lawton,Oklahoma,93025
Neon Blonde,Kirkland,Washington,93010
Floral Tattoo,Kirkland,Washington,93010
Silkworm,Missoula,Montana,92895
David Lynch,Missoula,Montana,92895
Hot Rod Circuit,Auburn,Alabama,92777
Manowar,Auburn,Alabama,92777
If Hope Dies,Auburn,Alabama,92777
Wild Nothing,Blacksburg,Virginia,91888
Dave Navarro,Santa Monica,California,90401
Linda Perhacs,Santa Monica,California,90401
Emma Ruth Rundle,Santa Monica,California,90401
Weyes Blood,Santa Monica,California,90401
Mazzy Star,Santa Monica,California,90401
Nelson,Santa Monica,California,90401
Cryptic Slaughter,Santa Monica,California,90401
Ry Cooder,Santa Monica,California,90401
The Rentals,Santa Monica,California,90401
Sixpence None the Richer,New Braunfels,Texas,90209
Joan as Police Woman,Norwalk,Connecticut,88816
Fueled by Fire,Norwalk,Connecticut,88816
Jacobi Wichita,Norwalk,Connecticut,88816
Steelheart,Norwalk,Connecticut,88816
Anal Cunt,Newton,Massachusetts,88414
Jenny Owen Youngs,Newton,Massachusetts,88414
Cokie The Clown,Newton,Massachusetts,88414
Tori Amos,Newton,Massachusetts,88414
Impaled Northern Moonforest,Newton,Massachusetts,88414
Ethel Meserve,State College,Pennsylvania,87723
Dennis Wilson,Hawthorne,California,86068
Brian Wilson,Hawthorne,California,86068
The Beach Boys,Hawthorne,California,86068
Redd Kross,Hawthorne,California,86068
The Ataris,Anderson,Indiana,85992
Spazz,Redwood City,California,85925
Comadre,Redwood City,California,85925
Picture Me Broken,Redwood City,California,85925
HORSE the band,Lake Forest,California,85531
Andrew Bird,Lake Forest,California,85531
Plague Vendor,Whittier,California,85098
Exmortus,Whittier,California,85098
Funeral Party,Whittier,California,85098
Sugar Ray,Newport Beach,California,84534
Never Shout Never,Joplin,Missouri,84048
A Static Lullaby,Chino Hills,California,83853
A Thorn For Every Heart,Chino Hills,California,83853
Xasthur,Alhambra,California,83750
Paramore,Franklin,Tennessee,83097
Miley Cyrus,Franklin,Tennessee,83097
Bodysnatcher,Melbourne,Florida,83029
Pearls Before Swine,Melbourne,Florida,83029
Cynthesis,Pleasanton,California,81777
Zero Hour,Pleasanton,California,81777
Smog,Silver Spring,Maryland,81773
Bill Callahan,Silver Spring,Maryland,81773
Birds And Buildings,Silver Spring,Maryland,81773
Lionize,Silver Spring,Maryland,81773
Monty Are I,Cranston,Rhode Island,81456
Sinaloa,Somerville,Massachusetts,81360
Guster,Somerville,Massachusetts,81360
Akron/Family,Williamsburg,Virginia,80441
Seven Mary Three,Williamsburg,Virginia,80441
Father Befouled,Valdosta,Georgia,79820
Don McLean,New Rochelle,New York,78557
Get Scared,Layton,Utah,78014
Winds of Plague,Upland,California,77140
Sholi,Davis,California,76997
DJ Shadow,Davis,California,76997
Knapsack,Davis,California,76997
Game Theory,Davis,California,76997
This Will Destroy You,San Marcos,Texas,76218
The World Is Quiet Here,Oshkosh,Wisconsin,75536
Good Charlotte,Waldorf,Maryland,75489
Black Tide,Kendall,Florida,75312
Kris Allen,Conway,Arkansas,74951
Michael Jackson,Gary,Indiana,74879
Janet Jackson,Gary,Indiana,74879
Misfits,Lodi,California,74773
Samhain,Lodi,California,74773
Danzig,Lodi,California,74773
A Skylit Drive,Lodi,California,74773
Full Devil Jacket,Jackson,Tennessee,74065
Zakk Wylde,Jackson,Tennessee,74065
Tusk,Evanston,Illinois,73473
Eddie Vedder,Evanston,Illinois,73473
Big Black,Evanston,Illinois,73473
The Dangerous Summer,Ellicott City,Maryland,72665
Snail Mail,Ellicott City,Maryland,72665
While Heaven Wept,Dale City,Virginia,72627
Four Letter Lie,Maple Grove,Minnesota,72622
Karma To Burn,Morgantown,West Virginia,72458
Gifts From Enola,Harrisonburg,Virginia,72386
The Blood Brothers,Redmond,Washington,71929
Camper Van Beethoven,Redlands,California,71513
Monomate,Redlands,California,71513
Sleeping Giant,Redlands,California,71513
xDEATHSTARx,Redlands,California,71513
Kid Liberty,Sherman,Texas,70704
This Time Next Year,Walnut Creek,California,70166
The Story So Far,Walnut Creek,California,70166
Iniquitous Deeds,Walnut Creek,California,70166
Mark Eitzel,Walnut Creek,California,70166
Jay Som,Walnut Creek,California,70166
Donald Fagen,Passaic,New Jersey,69703
Whiplash,Passaic,New Jersey,69703
Morbid Saint,Sheboygan,Wisconsin,69393
Casting Crowns,Daytona Beach,Florida,69186
The Autumn Offering,Daytona Beach,Florida,69186
Catalepsy,Daytona Beach,Florida,69186
Hit the Lights,Lima,Ohio,68878
Every Bridge Burned,Lima,Ohio,68878
O.A.R.,Rockville,Maryland,68079
Father John Misty,Rockville,Maryland,68079
Dog Fashion Disco,Rockville,Maryland,68079
J. Tillman,Rockville,Maryland,68079
Polkadot Cadaver,Rockville,Maryland,68079
Garden of Shadows,Gaithersburg,Maryland,67985
Lady Radiator,Union City,New Jersey,67982
The Envy Corps,Ames,Iowa,67910
Taken,Yorba Linda,California,67644
Atreyu,Yorba Linda,California,67644
Born of Osiris,Palatine,Illinois,67482
Charles Bronson,DeKalb,Illinois,66959
Weekend Nachos,DeKalb,Illinois,66959
Judas Iscariot,DeKalb,Illinois,66959
VAST,Petaluma,California,66929
Tsunami Bomb,Petaluma,California,66929
Something Corporate,Laguna Niguel,California,66385
Madonna,Bay City,Michigan,66107
See You Next Tuesday,Bay City,Michigan,66107
Rwake,North Little Rock,Arkansas,65903
Paul Gilbert,Carbondale,Illinois,65671
Dear Landlord,Carbondale,Illinois,65671
Revis,Carbondale,Illinois,65671
Epidemic,Palo Alto,California,65364
Grateful Dead,Palo Alto,California,65364
The Donnas,Palo Alto,California,65364
Remi Wolf,Palo Alto,California,65364
Lindsey Buckingham,Palo Alto,California,65364
Ceterum,Great Falls,Montana,65131
Blood Feast,Bayonne,New Jersey,64897
Kids in the Way,Noblesville,Indiana,64668
Ben Folds Five,Chapel Hill,North Carolina,64051
Superchunk,Chapel Hill,North Carolina,64051
Seam,Chapel Hill,North Carolina,64051
Polvo,Chapel Hill,North Carolina,64051
Horseback,Chapel Hill,North Carolina,64051
Lost In The Trees,Chapel Hill,North Carolina,64051
Archers of Loaf,Chapel Hill,North Carolina,64051
Rob Zombie,Haverhill,Massachusetts,64014
Guns Up!,Haverhill,Massachusetts,64014
Zao,Parkersburg,West Virginia,62566
Sherwood,San Luis Obispo,California,62290
Holding Onto Hope,San Luis Obispo,California,62290
Scott Walker,Hamilton,Ohio,62082
Greg Dulli,Hamilton,Ohio,62082
Butch Walker,Rome,Georgia,61537
Crotchduster,Sanford,Florida,61448
Avail,Reston,Virginia,61147
I Am Abomination,Taylor,Michigan,60922
Lotus Plaza,Marietta,Georgia,60867
Third Day,Marietta,Georgia,60867
Zebrahead,La Habra,California,60513
As Hope Dies,La Habra,California,60513
A Global Threat,Bangor,Maine,59772
We The Kings,Bradenton,Florida,59439
Destroy Rebuild Until God Shows,Pontiac,Michigan,59438
Toby Driver,Meriden,Connecticut,59395
Brendan Benson,Royal Oak,Michigan,59277
MGMT,Middletown,New York,58592
Krohm,Middletown,New York,58592
Symphony X,Middletown,New York,58592
Nahvalr,Middletown,New York,58592
My Bitter End,Middletown,New York,58592
Morpheus Descends,Middletown,New York,58592
Have a Nice Life,Middletown,New York,58592
As Hell Retreats,Hendersonville,Tennessee,58113
Matisyahu,White Plains,New York,58109
Shaman's Harvest,Jefferson City,Missouri,58025
All Time Low,Towson,Maryland,57817
Nightbringer,Parker,Colorado,57706
Steel Pole Bath Tub,Bozeman,Montana,57695
Slayer,Huntington Park,California,57509
David Cook,Blue Springs,Missouri,55829
Real Friends,Tinley Park,Illinois,55773
You and I,New Brunswick,New Jersey,55676
Streetlight Manifesto,New Brunswick,New Jersey,55676
Deadguy,New Brunswick,New Jersey,55676
In First Person,New Brunswick,New Jersey,55676
Thursday,New Brunswick,New Jersey,55676
Burnt By the Sun,New Brunswick,New Jersey,55676
Lifetime,New Brunswick,New Jersey,55676
Brian Fallon,New Brunswick,New Jersey,55676
Midtown,New Brunswick,New Jersey,55676
The Gaslight Anthem,New Brunswick,New Jersey,55676
The Bouncing Souls,New Brunswick,New Jersey,55676
Riding Alone for Thousands of Miles,New Brunswick,New Jersey,55676
Screaming Females,New Brunswick,New Jersey,55676
Nudeswirl,New Brunswick,New Jersey,55676
Bone Awl,Novato,California,55516
X Ambassadors,Ithaca,New York,55137
Escuela Grind,Ithaca,New York,55137
The Acacia Strain,Chicopee,Massachusetts,55126
Joey Eppard,Kingston,New York,54791
Half Waif,Kingston,New York,54791
Jasta,West Haven,Connecticut,54620
The Junior Varsity,Normal,Illinois,54469
Audio Karate,Rosemead,California,54058
Car Seat Headrest,Leesburg,Virginia,53727
Hermano,Palm Desert,California,53275
Kyuss,Palm Desert,California,53275
Eagles Of Death Metal,Palm Desert,California,53275
Lowercase,Palm Desert,California,53275
The Red Chord,Revere,Massachusetts,53073
Colin Meloy,Helena,Montana,52936
Sleeping at Last,Wheaton,Illinois,52745
Nachtmystium,Wheaton,Illinois,52745
Silver Jews,Hoboken,New Jersey,52677
Yo La Tengo,Hoboken,New Jersey,52677
Eleanor Friedberger,Oak Park,Illinois,52381
Crime In Stereo,Levittown,New York,51634
Anna Nalick,Glendora,California,51544
Vince Neil,Glendora,California,51544
Nevea Tears,Glendora,California,51544
Richie Sambora,Perth Amboy,New Jersey,51390
Jon Bon Jovi,Perth Amboy,New Jersey,51390
Kottonmouth Kings,Placentia,California,51233
Agent Orange,Placentia,California,51233
Onward To Olympas,Kannapolis,North Carolina,50841
Lisa Germano,Mishawaka,Indiana,50363
Funkadelic,Plainfield,New Jersey,50317
Parliament,Plainfield,New Jersey,50317
Morgue,Plainfield,New Jersey,50317
The All-American Rejects,Stillwater,Oklahoma,50299
Other Lives,Stillwater,Oklahoma,50299
Decyfer Down,Morehead City,North Carolina,49760
Thurston Moore,Coral Gables,Florida,49700
Ghost Bath,Minot,North Dakota,49425
Jonny Craig,Minot,North Dakota,49425
Unwritten Law,Poway,California,49323
blink-182,Poway,California,49323
Hirax,Cypress,California,49006
John Denver,Roswell,New Mexico,48889
Dia Frampton,Draper,Utah,48587
Brant Bjork,Palm Springs,California,48518
Before Their Eyes,Findlay,Ohio,48469
Stryper,La Mirada,California,48183
The Verve Pipe,East Lansing,Michigan,48145
Lovesliescrushing,East Lansing,Michigan,48145
The Letter Black,Uniontown,Pennsylvania,48137
Page France,Cumberland,Maryland,47980
Velvet Revolver,Rancho Santa Margarita,California,47896
Movements,Rancho Santa Margarita,California,47896
The Obsessed,Potomac,Maryland,45940
Spirit Caravan,Potomac,Maryland,45940
Elvis Presley,Tupelo,Mississippi,45466
Wavorly,Tupelo,Mississippi,45466
Viral Load,Lufkin,Texas,44867
Plain White T's,Lombard,Illinois,44303
Sara Bareilles,Eureka,California,44236
Mr. Bungle,Eureka,California,44236
Bon Jovi,Sayreville,New Jersey,44173
Death,Altamonte Springs,Florida,44143
Hammerhead,Moorhead,Minnesota,43652
Ceremony,Rohnert Park,California,43291
Lou Reed,Freeport,New York,42956
The Lemon Twigs,Hicksville,New York,42709
Billy Joel,Hicksville,New York,42709
The Hush Sound,Urbana,Illinois,42214
American Football,Urbana,Illinois,42214
Caspian,Beverly,Massachusetts,42174
Canvas Solaris,Statesboro,Georgia,42102
Lars Frederiksen and the Bastards,Campbell,California,41793
Strata,Campbell,California,41793
Yawning Man,La Quinta,California,41748
Alan Jackson,Newnan,Georgia,41581
Killswitch Engage,Westfield,Massachusetts,41204
Within the Ruins,Westfield,Massachusetts,41204
Eidola,Spanish Fork,Utah,40913
Sharon Van Etten,Belleville,Illinois,40897
Son Volt,Belleville,Illinois,40897
Uncle Tupelo,Belleville,Illinois,40897
Frank Iero and The Future Violents,Belleville,Illinois,40897
Cold World,Wilkes-Barre,Pennsylvania,40766
Bad Seed,Wilkes-Barre,Pennsylvania,40766
Lifer,Wilkes-Barre,Pennsylvania,40766
An Albatross,Wilkes-Barre,Pennsylvania,40766
Breaking Benjamin,Wilkes-Barre,Pennsylvania,40766
Crobot,Pottsville,Pennsylvania,40685
Blitzkid,Bluefield,West Virginia,40640
Giants,Cedar Falls,Iowa,40536
Natalie Merchant,Jamestown,New York,40493
"10,000 Maniacs",Jamestown,New York,40493
Adrian Belew,Covington,Kentucky,40341
Lich King,Amherst,Massachusetts,39814
J Mascis,Amherst,Massachusetts,39814
California X,Amherst,Massachusetts,39814
Orchid,Amherst,Massachusetts,39814
Dinosaur Jr.,Amherst,Massachusetts,39814
Carrie Underwood,Muskogee,Oklahoma,39789
Chick Corea,Chelsea,Massachusetts,39690
Modest Mouse,Issaquah,Washington,39509
Ugly Casanova,Issaquah,Washington,39509
Clutch,Germantown,Tennessee,39225
Julien Baker,Germantown,Tennessee,39225
Moss Icon,Annapolis,Maryland,39223
Jimmie's Chicken Shack,Annapolis,Maryland,39223
Baths,Culver City,California,39185
12 Rods,Oxford,Mississippi,38310
Colour Revolt,Oxford,Mississippi,38310
Lucy Dacus,Mechanicsville,Virginia,37496
Jason Mraz,Mechanicsville,Virginia,37496
Artificial Brain,Valley Stream,New York,37431
Meredith Brooks,Oregon City,Oregon,37339
Black Witchery,Winter Springs,Florida,37312
Jerry's Kids,Braintree,Massachusetts,37190
A Rocket to the Moon,Braintree,Massachusetts,37190
David Ackles,Rock Island,Illinois,37176
Lissie,Rock Island,Illinois,37176
Kings of Leon,Mount Juliet,Tennessee,37029
Arghoslent,Oakton,Virginia,36997
Grand Belial's Key,Oakton,Virginia,36997
Houndmouth,New Albany,Indiana,36843
Pretend,Moorpark,California,36375
Black Sheep Wall,Moorpark,California,36375
Still Life,Moorpark,California,36375
MC5,Lincoln Park,Michigan,36321
The Mountain Goats,Claremont,California,36266
Morning Again,Cooper City,Florida,35800
Descendents,Manhattan Beach,California,35183
Secondhand Serenade,Menlo Park,California,34698
Ash Borer,Arcata,California,34616
Six Organs Of Admittance,Arcata,California,34616
Tearwave,Lockport,New York,34561
Strand of Oaks,Goshen,Indiana,34217
Deas Vail,Russellville,Arkansas,34205
Joanna Newsom,Grass Valley,California,34196
Jackyl,Kennesaw,Georgia,34077
Norma Jean,Douglasville,Georgia,33992
Luti-Kriss,Douglasville,Georgia,33992
The Chariot,Douglasville,Georgia,33992
Teenage Bottlerocket,Laramie,Wyoming,33929
The Growlers,Dana Point,California,33577
Boysetsfire,Newark,Delaware,33515
Whitney Houston,Newark,Delaware,33515
3,Woodstock,Georgia,33039
Microwave,Woodstock,Georgia,33039
Incantation,Fair Lawn,New Jersey,32896
Latterman,Huntington Station,New York,32866
Mark Kozelek,Massillon,Ohio,32584
Velocity Girl,College Park,Maryland,32163
The Summer We Went West,College Park,Maryland,32163
Woe Of Tyrants,Chillicothe,Ohio,31999
The Syncope Threshold,La Verne,California,31974
The Rascals,Garfield,New Jersey,31802
Suffocation,Centereach,New York,31493
Blues Traveler,Princeton,New Jersey,31187
Saves the Day,Princeton,New Jersey,31187
Lagwagon,Goleta,California,30911
Duck Duck Goose,Barstow,California,30605
Dead To Fall,Gurnee,Illinois,30378
pg.99,Sterling,Virginia,30271
Bruce Springsteen,Long Branch,New Jersey,30241
Trapt,Los Gatos,California,30222
dredg,Los Gatos,California,30222
The Chocolate Watchband,Los Altos,California,30089
John Lee Hooker,Los Altos,California,30089
Collective Soul,Stockbridge,Georgia,29904
AFI,Ukiah,California,29561
John Abercrombie,Port Chester,New York,29163
Gym Class Heroes,Geneva,New York,28563
Speedy Ortiz,Northampton,Massachusetts,28451
Sebadoh,Northampton,Massachusetts,28451
Black Pyramid,Northampton,Massachusetts,28451
Neutral Milk Hotel,Ruston,Louisiana,27717
Ugly Kid Joe,Isla Vista,California,27707
Needtobreathe,Seneca,South Carolina,27439
Bleachers,Bergenfield,New Jersey,27327
Revenant,Bergenfield,New Jersey,27327
Lee Ranaldo,Glen Cove,New York,27166
Fall Out Boy,Wilmette,Illinois,27089
Elf,Cortland,New York,26729
Dio,Cortland,New York,26729
By The End Of Tonight,Alvin,Texas,26723
Modern Life Is War,Marshalltown,Iowa,26666
Mechina,Batavia,Illinois,26420
Miss May I,Troy,Ohio,26281
Rainbow Kitten Surprise,Boone,North Carolina,26146
Josh Ritter,Moscow,Idaho,26145
Forever Came Calling,Twentynine Palms,California,26073
McCafferty,Medina,Ohio,25956
Owl City,Owatonna,Minnesota,25704
An Embrace of Angels,Owatonna,Minnesota,25704
Sky Sailing,Owatonna,Minnesota,25704
Savatage,Tarpon Springs,Florida,25577
Texas Hippie Coalition,Denison,Texas,25529
Creedence Clearwater Revival,El Cerrito,California,25508
John Fogerty,El Cerrito,California,25508
Wild Sweet Orange,Homewood,Alabama,25377
Malfunkshun,Bainbridge Island,Washington,25298
So Many Dynamos,Edwardsville,Illinois,25233
Senses Fail,Ridgewood,New Jersey,25056
Real Estate,Ridgewood,New Jersey,25056
Prawn,Ridgewood,New Jersey,25056
Julian Lynch,Ridgewood,New Jersey,25056
Men As Trees,Auburn Hills,Michigan,24748
Straylight Run,Baldwin,New York,24727
Bomb the Music Industry!,Baldwin,New York,24727
Crumbsuckers,Baldwin,New York,24727
Advent,Kernersville,North Carolina,24660
Beloved,Kernersville,North Carolina,24660
Car Bomb,Rockville Centre,New York,24550
Craft Spells,Lathrop,California,24483
Jonezetta,Clinton,Mississippi,24440
Screaming Trees,Ellensburg,Washington,24377
Twisted Tower Dire,Chantilly,Virginia,24368
Throwing Muses,Newport,Rhode Island,24334
Belly,Newport,Rhode Island,24334
Toxik,Peekskill,New York,24295
Faith Hill,Ridgeland,Mississippi,24104
Karp,Tumwater,Washington,24024
Unwound,Tumwater,Washington,24024
Arizmenda,Seal Beach,California,23896
Rx Bandits,Seal Beach,California,23896
Momma,Calabasas,California,23853
Incubus,Calabasas,California,23853
AudioVent,Calabasas,California,23853
Tommy Lee,Calabasas,California,23853
Funeral Diner,Half Moon Bay,California,23653
Local H,Zion,Illinois,23487
The Smithereens,Carteret,New Jersey,23408
John Prine,Maywood,Illinois,23158
Mest,Blue Island,Illinois,22899
Enuff Z'Nuff,Blue Island,Illinois,22899
Flyleaf,Belton,Texas,22885
Derek Sherinian,Laguna Beach,California,22827
Ty Segall,Laguna Beach,California,22827
Giraffes? Giraffes!,Keene,New Hampshire,22786
Tony Molina,Millbrae,California,22394
King Conquer,Naples,Florida,22088
Fake Problems,Naples,Florida,22088
Against Me!,Naples,Florida,22088
Chris Farren,Naples,Florida,22088
Dominic Fike,Naples,Florida,22088
Stray Cats,Massapequa,New York,21784
The Fall of Troy,Mukilteo,Washington,21441
Just Like Vinyl,Mukilteo,Washington,21441
Jobriath,King of Prussia,Pennsylvania,21313
Submersed,Stephenville,Texas,21247
Plan B,Guayama,Puerto Rico,20913
Chevelle,Grayslake,Illinois,20725
At The Throne of Judgment,Lebanon,Ohio,20659
